ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_2AR63LFGyhf3XqO,$75K to $100K,Not Hispanic,Liberal,52,left,liberal,open-minded,laid back,conservative,right,elephant,grand old party,Weak D,Democrat,Non-white,4,4,Male,conservative|right|elephant|grand old party,left|liberal|open-minded|laid back,0,0
R_1lbrLmv1KLFjIy9,$50K to $75K,Not Hispanic,Slightly liberal,37,debt,education,race,diversity,corporations,money,debt,war,Lean D,Democrat,White,4,4,Male,corporations|money|debt|war,debt|education|race|diversity,0,0
R_21yTPsAyjMpPJvM,$100K to $150K,Not Hispanic,Conservative,33,naive,bully,hypocritical,ignorant,patriotic,honest,conservative,religious,Strong R,Republicans,White,4,4,Female,patriotic|honest|conservative|religious,naive|bully|hypocritical|ignorant,0,0
R_1FfHJTjhqv05Y10,$150K to $200K,Not Hispanic,Conservative,27,liars,dishonest,hypocrites,naive,scared,out of touch,greedy,liars,Lean R,Republicans,White,4,4,Male,scared|out of touch|greedy|liars,liars|dishonest|hypocrites|naive,0,0
R_9Qzq8rW9GEYpYL7,$100K to $150K,Not Hispanic,Conservative,27,middle class,poor,liberal,atheist,rich,wealthy,conservative,christian,Weak R,Republicans,White,4,4,Male,rich|wealthy|conservative|christian,middle class|poor|liberal|atheist,0,0
R_3ldMyGewOoYe1Lr,$100K to $150K,Not Hispanic,Extremely conservative,49,spenders,unintelligent,demeaning,cold,smart,conservative,friendly,fact based,Strong R,Republicans,White,4,4,Female,smart|conservative|friendly|fact based,spenders|unintelligent|demeaning|cold,0,0
R_1EZrqEyjXQrHMDC,$100K to $150K,Not Hispanic,Extremely conservative,31,liars,wrong,socialists,losers,honest,conservative,right,winners,Strong R,Republicans,White,4,4,Female,honest|conservative|right|winners,liars|wrong|socialists|losers,0,0
R_u9OBFPoPZ0YLXGN,$25K to $50K,Not Hispanic,Liberal,20,liberal,northern,adaptive,open-minded,conservative,wealthy,southern,religious,Strong D,Democrat,White,4,4,Female,conservative|wealthy|southern|religious,liberal|northern|adaptive|open-minded,0,0
R_Rnuhtk2WlJ0LhN7,$25K to $50K,Not Hispanic,Slightly liberal,49,liberal,open,caring,giving,rich,conservative,non caring,greedy,Weak D,Democrat,White,4,4,Male,rich|conservative|non caring|greedy,liberal|open|caring|giving,0,0
R_3E9XXMMwzPxQHyY,$75K to $100K,Not Hispanic,Liberal,52,liberal,intelligent,non biased,compassionate,wealthy,racist,closed minded,stubborn,Lean D,Democrat,White,4,4,Female,wealthy|racist|closed minded|stubborn,liberal|intelligent|non biased|compassionate,0,0
R_eEYlbSZBBUdjOY9,$75K to $100K,Not Hispanic,Slightly liberal,49,forward thinking,liberal,powerful,rational,conservative,bush,stubborn,unrealistic,Weak D,Democrat,White,4,4,Female,conservative|bush|stubborn|unrealistic,forward thinking|liberal|powerful|rational,0,0
R_3lyv7EphwGLeqxW,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,33,progressive,liberal,social,kind,old,straitlaced,low information,white,Weak D,Democrat,White,4,4,Female,old|straitlaced|low information|white,progressive|liberal|social|kind,0,0
R_rpQ2WBEbQj5Paq5,$50K to $75K,Not Hispanic,Liberal,26,open,hardworking,real,normal,old,boring,white,rich,Strong D,Democrat,White,4,4,Female,old|boring|white|rich,open|hardworking|real|normal,0,0
R_3Orjj4VkmQLnKi3,$150K to $200K,Not Hispanic,Slightly liberal,37,younger,liberal,sharing,environment,conservative,traditional,well off,indifferent,Lean D,Democrat,Non-white,4,4,Male,conservative|traditional|well off|indifferent,younger|liberal|sharing|environment,0,0
R_3mm0xhRKXi0A5NL,$75K to $100K,Not Hispanic,Slightly liberal,29,liberal,lazy,pro-choice,environmentalist,conservative,anti tax,pro-life,pro-business,Weak D,Democrat,White,4,4,Male,conservative|anti tax|pro-life|pro-business,liberal|lazy|pro-choice|environmentalist,0,0
R_2OGx3xFza8QUR23,$150K to $200K,Hispanic,Moderate/Haven't thought about it,26,progressive,open-minded,nice,helpful,hypocrites,zealots,muckraker,hateful,Lean D,Democrat,White,4,4,Male,hypocrites|zealots|muckraker|hateful,progressive|open-minded|nice|helpful,0,0
R_3mavRQC4IKfSALf,$50K to $75K,Not Hispanic,Slightly liberal,26,liberal,anti gun,pro-choice,socialist,conservative,pro-war,pro-life,wealthy,Lean D,Democrat,White,4,4,Male,conservative|pro-war|pro-life|wealthy,liberal|anti gun|pro-choice|socialist,0,0
R_2Cy6TEwU3wRSI99,$100K to $150K,Not Hispanic,Conservative,45,rich,white,busybody,hypocrite,working,business owner,refugee,knowledgeable,Weak R,Republicans,White,4,4,Male,working|business owner|refugee|knowledgeable,rich|white|busybody|hypocrite,0,0
R_zVETPi8GbwkIA4F,$15K to $25K,Not Hispanic,Extremely Liberal,55,educated,compassionate,intelligent,caring,ignorant,racist,uneducated,greedy,Strong D,Democrat,White,4,4,Female,ignorant|racist|uneducated|greedy,educated|compassionate|intelligent|caring,0,0
R_1GUM5XEUe7Cbxld,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,48,liberal,ethnic,poor,government,cold,business,white,uncaring,Weak R,Republicans,White,4,4,Female,cold|business|white|uncaring,liberal|ethnic|poor|government,0,0
R_3lDEDEdnErDHzg6,$100K to $150K,Not Hispanic,Slightly liberal,32,liberal,pro-abortion,atheist,educated,conservative,anti abortion,white,anti environment,Lean D,Democrat,White,4,4,Male,conservative|anti abortion|white|anti environment,liberal|pro-abortion|atheist|educated,0,0
R_2cnCvapjrYmdOdJ,$150K to $200K,Hispanic,Slightly conservative,41,liberals,unemployed,minorities,impoverished,wealthy,conservative,religious,moral,Lean R,Republicans,White,4,4,Male,wealthy|conservative|religious|moral,liberals|unemployed|minorities|impoverished,0,0
R_1NldrwRxF4Dh2f1,$200K to $250K,Not Hispanic,Slightly liberal,17,liberal,environmentalist,inclusive,feminist,gun enthusiast,white,traditional,religious,Weak D,Democrat,Non-white,4,4,Female,gun enthusiast|white|traditional|religious,liberal|environmentalist|inclusive|feminist,0,0
R_2tgLR842AdFxFk4,$100K to $150K,Not Hispanic,Extremely Liberal,26,loving,kind,caring,oppressed,white,male,racist,evil,Strong D,Democrat,Non-white,4,4,Male,white|male|racist|evil,loving|kind|caring|oppressed,0,0
R_3M3j9BsFXiz2Yzw,Less than $15K,Not Hispanic,Liberal,52,open-minded,accepting,inclusive,respectful,mean,greedy,narrow minded,hypocrites,Strong D,Democrat,White,4,4,Male,mean|greedy|narrow minded|hypocrites,open-minded|accepting|inclusive|respectful,0,0
R_ROXF458NBzOuW7D,$100K to $150K,Not Hispanic,Slightly conservative,24,liberal,taxes,hypocrites,uninformed,conservative,religious,traditional,loud,Lean R,Republicans,White,4,4,Male,conservative|religious|traditional|loud,liberal|taxes|hypocrites|uninformed,0,0
R_ehw2b3YyxvRcM9j,$100K to $150K,Not Hispanic,Conservative,45,liberal,government centric,entitlements,causes,conservative,constitutional,government adverse,gun owners,Strong R,Republicans,White,4,4,Female,conservative|constitutional|government adverse|gun owners,liberal|government centric|entitlements|causes,0,0
R_12gxPve0HVOuaic,$250K to $500K,Not Hispanic,Slightly liberal,14,ethnic,young,liberal,socialist,old,rich,white,businessmen,Weak D,Democrat,White,4,4,Male,old|rich|white|businessmen,ethnic|young|liberal|socialist,0,0
R_cIr12td65A4Xb8d,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,34,liberal,hippie,pot,welfare,old,white,rich,man,Weak R,Republicans,White,4,4,Male,old|white|rich|man,liberal|hippie|pot|welfare,0,0
R_6olAj58sgWckY6d,$150K to $200K,Not Hispanic,Liberal,28,greedy,noncaring,unfocused,stupid,crazy,ignorant,stupid,greedy,Ind,Independent (excludes leaners),White,4,4,Female,crazy|ignorant|stupid|greedy,greedy|noncaring|unfocused|stupid,0,0
R_3lJRGwvKjsBLyNs,$150K to $200K,Not Hispanic,Liberal,25,liberal,young,smart,socially conscious,older,rich,white,religious,Strong D,Democrat,White,4,4,Female,older|rich|white|religious,liberal|young|smart|socially conscious,0,0
R_2Vfkbm1WoSAMpAi,$75K to $100K,Not Hispanic,Slightly conservative,45,equal opportunity,liberal,poor,minorities,right winged,christians,guns,white,Weak D,Democrat,Non-white,4,4,Female,right winged|christians|guns|white,equal opportunity|liberal|poor|minorities,0,0
R_3LjRyY6OR6tye0G,$50K to $75K,Not Hispanic,Liberal,22,liberal,open,progressive,communists,stubborn,old fashioned,traditional,arrogant,Lean D,Democrat,White,4,4,Male,stubborn|old fashioned|traditional|arrogant,liberal|open|progressive|communists,0,0
R_WpWEdIqiQM3sPpD,$75K to $100K,,Moderate/Haven't thought about it,23,young,female,ignorant,evil,old,white,ignorant,violent,Ind,Independent (excludes leaners),White,4,4,Male,old|white|ignorant|violent,young|female|ignorant|evil,0,0
R_vAcEf7pCtqgBvcl,$150K to $200K,Not Hispanic,Extremely Liberal,54,progressive,liberal,intelligent,inclusive,dumb,sheep,bigots,hypocrites,Lean D,Democrat,White,4,4,Female,dumb|sheep|bigots|hypocrites,progressive|liberal|intelligent|inclusive,0,0
R_20NbpDT2l0UW0o3,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,25,caring,just,patriotic,virtuous,unjust,patriotic,greedy,self serving,Weak D,Democrat,White,4,4,Male,unjust|patriotic|greedy|self serving,caring|just|patriotic|virtuous,0,0
R_ywQLIyyMaDAMxLb,$75K to $100K,Not Hispanic,Liberal,69,liberal,concerned,honest,caring,manipulative,controlling,concerned,greedy,Weak D,Democrat,White,4,4,Female,manipulative|controlling|concerned|greedy,liberal|concerned|honest|caring,0,0
R_3J90xLJKBwqYABs,$15K to $25K,Not Hispanic,Slightly liberal,25,liberal,caring,feeling,reactionary,conservative,stiff,wealthy,uncaring,Weak D,Democrat,White,4,4,Female,conservative|stiff|wealthy|uncaring,liberal|caring|feeling|reactionary,0,0
R_ZksuWZreAO9h2TL,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,24,lazy,uneducated,black,welfare,rich,conservative,bigots,greed,Weak D,Democrat,White,4,4,Female,rich|conservative|bigots|greed,lazy|uneducated|black|welfare,0,0
R_3FOIbd8mJ5OK8o7,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_1H1x4ZQD1EeR6lx,,,,,dumb,naive,emotional,unstable,cold,calculated,scrambled,spiteful,,,,4,4,,cold|calculated|scrambled|spiteful,dumb|naive|emotional|unstable,0,0
R_1gnghZpUuqv5V3c,,,,,angry,lame,stupid,unintelligent,smart,caring,loving,intelligent,,,,4,4,,smart|caring|loving|intelligent,angry|lame|stupid|unintelligent,0,0
R_1N4wFFvdvMaDJUO,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_3dZfjwu8Ih8PGBY,,,,,bought,soft,fake,untrustworthy,fraud,bought,weak,racist,,,,4,4,,fraud|bought|weak|racist,bought|soft|fake|untrustworthy,0,0
R_3DoIVk1CLQRFM2T,,,,,good,liberal,caring,kind,conservative,uptight,hateful,unintelligent,,,,4,4,,conservative|uptight|hateful|unintelligent,good|liberal|caring|kind,0,0
R_1omTNo2GAdjGu9v,,,,,aging,liberal,hopeful,educated,racist,christian,9ld,angry,,,,4,4,,racist|christian|9ld|angry,aging|liberal|hopeful|educated,0,0
R_C8OVC9LkjJMDOvv,,,,,spenders,change,unique,forward,conservative,traditional,modest,smart,,,,4,4,,conservative|traditional|modest|smart,spenders|change|unique|forward,0,0
R_27NIXtx4UPwJ2PF,,,,,liberal,black,minorities,low income,conservative,white,rich,elderly,,,,4,4,,conservative|white|rich|elderly,liberal|black|minorities|low income,0,0
R_2QAKZ3EaYXSYJF9,,,,,all right,okay,crazy,passionate,crazy,bad,nasty,conceited,,,,4,4,,crazy|bad|nasty|conceited,all right|okay|crazy|passionate,0,0
R_urHf5IGDBtXmGLD,,,,,liberal,pro-choice,anti gun,government,guns,pro-life,conservative,constitutional,,,,4,4,,guns|pro-life|conservative|constitutional,liberal|pro-choice|anti gun|government,0,0
R_2U3jVelzfhPooWy,,,,,liberal,open-minded,socially minded,progressive,traditional,religious,conservative,resist change,,,,4,4,,traditional|religious|conservative|resist change,liberal|open-minded|socially minded|progressive,0,0
R_bKrNax08CFaShVj,-8,Not Hispanic,Moderate/Haven't thought about it,24,young,progressive,rude,poor,rich,rude,conservative,old,Lean R,Republicans,White,4,4,Male,rich|rude|conservative|old,young|progressive|rude|poor,0,0
R_2XaEoirFSX4bUNq,,,,,progressive,caring,smart,rational,ignorant,crass,superstitious,mean,,,,4,4,,ignorant|crass|superstitious|mean,progressive|caring|smart|rational,0,0
R_2AXbkgwJqHbgwMS,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_2PofnsCWRHWsCPN,,,,,liberal,honest,flexible,compassionate,,,,,,,,4,,,|||,liberal|honest|flexible|compassionate,1,0
R_1hEWmV3joLyVh9D,$15K to $25K,Not Hispanic,Liberal,46,liberal,soft,emotional,warm,pragmatic,cold,conservative,emotional,Lean D,Democrat,White,4,4,Female,pragmatic|cold|conservative|emotional,liberal|soft|emotional|warm,0,0
R_06NLAnzOAsBibkd,$15K to $25K,Not Hispanic,Extremely Liberal,52,liberal,american,voter,citizen,conservative,american,voter,citizen,Strong D,Democrat,White,4,4,Male,conservative|american|voter|citizen,liberal|american|voter|citizen,0,0
R_2TZBPPky3wLC7x8,$100K to $150K,Not Hispanic,Slightly conservative,14,old,northern,pro-choice,high taxes,southern,men,pro-life,rich,Weak R,Republicans,White,4,4,Female,southern|men|pro-life|rich,old|northern|pro-choice|high taxes,0,0
R_3dStmGpZ25myn7K,,,,,weak,liberal,bleeding heart,incompetent,conservative,bigot,hateful,fear monger,,,,4,4,,conservative|bigot|hateful|fear monger,weak|liberal|bleeding heart|incompetent,0,0
R_WDtgA17SXzGGDFn,,,,,happy,middle class,calm,humble,rich,greedy,unhappy,cruel,,,,4,4,,rich|greedy|unhappy|cruel,happy|middle class|calm|humble,0,0
R_6Mzzn9epHMW0hlX,$75K to $100K,Not Hispanic,Liberal,51,liberal,conscientious,supportive,intelligent,reactionary,lazy,inattentive,prejudiced,Strong D,Democrat,White,4,4,Male,reactionary|lazy|inattentive|prejudiced,liberal|conscientious|supportive|intelligent,0,0
R_1iqRyz21c2cwU4R,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_ZDdGFIC3VACJGH7,,,,,liberal,educated,middle income,white,conservative,traditional,white,lower middle class,,,,4,4,,conservative|traditional|white|lower middle class,liberal|educated|middle income|white,0,0
R_1rqwNCCUnwEySLM,,,,,hard working,compassionate,open-minded,educated,rich,stuck up,greedy,selfish,,,,4,4,,rich|stuck up|greedy|selfish,hard working|compassionate|open-minded|educated,0,0
R_2rHrJG3asUykvk8,,,,,liberal,understanding,optimistic,hopeful,jerks,rich,privileged,misinformed,,,,4,4,,jerks|rich|privileged|misinformed,liberal|understanding|optimistic|hopeful,0,0
R_1gTlFhiUtOoHVt3,$25K to $50K,Not Hispanic,Slightly liberal,62,liberal,open,supportive,people,conservative,corporate,money,closed,Lean D,Democrat,White,4,4,Female,conservative|corporate|money|closed,liberal|open|supportive|people,0,0
R_3LZuW7H6tep6rIO,$100K to $150K,Not Hispanic,Liberal,33,liberal,presidential,smart,elegant,business,professional,stuck up,negative,Weak D,Democrat,Non-white,4,4,Female,business|professional|stuck up|negative,liberal|presidential|smart|elegant,0,0
R_3JwNTF1lIhnGXtv,$100K to $150K,Not Hispanic,Slightly liberal,43,liberal,intelligent,educated,compassionate,elitist,privileged,oblivious,fascist,Ind,Independent (excludes leaners),White,4,4,Male,elitist|privileged|oblivious|fascist,liberal|intelligent|educated|compassionate,0,0
R_3efMNAcZ8mlyMPk,$50K to $75K,Not Hispanic,Extremely Liberal,19,liberal,radical,pro-gay,pro-abortion,conservative,bigoted,racist,rich,Strong D,Democrat,White,4,4,Female,conservative|bigoted|racist|rich,liberal|radical|pro-gay|pro-abortion,0,0
R_3F34ipkMfiLB18Z,$15K to $25K,Not Hispanic,Extremely Liberal,24,slimy,moderate,subpar,inadequate,dangerous,evil,apocalyptic,hateful,Lean D,Democrat,White,4,4,Other,dangerous|evil|apocalyptic|hateful,slimy|moderate|subpar|inadequate,0,0
R_2uCb4IKuG4LFltb,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_1qa1IDk6cvCPAsE,$50K to $75K,Not Hispanic,Conservative,18,loving,caring,sharing,nice,aggression,demanding,hatred,mean,Weak D,Democrat,White,4,4,Male,aggression|demanding|hatred|mean,loving|caring|sharing|nice,0,0
R_a3tPPgFRtZ75ued,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,37,smart,fair,educated,nice,greedy,unfair,follower,firm,Weak D,Democrat,White,4,4,Male,greedy|unfair|follower|firm,smart|fair|educated|nice,0,0
R_3XlTJjavYkJhbfX,,,,,honorable,honest,helper,care taker,honorable,honest,helper,care taker,,,,4,4,,honorable|honest|helper|care taker,honorable|honest|helper|care taker,0,0
R_suK8CPUwfP6PF29,$50K to $75K,Not Hispanic,Extremely Liberal,57,open,liberal,compassionate,equalizing,conservative,racist,oppressive,hypocritical,Strong D,Democrat,White,4,4,Female,conservative|racist|oppressive|hypocritical,open|liberal|compassionate|equalizing,0,0
R_3EZn8xMHkPacEmB,,,,,environmentalist,women,blacks,socialist,,,,,,,,4,,,|||,environmentalist|women|blacks|socialist,1,0
R_27qTOFIG8syBAM2,$150K to $200K,Not Hispanic,Liberal,17,liberal,open-minded,accepting,progressive,religious,conservative,traditional,close-minded,Weak D,Democrat,Non-white,4,4,Female,religious|conservative|traditional|close-minded,liberal|open-minded|accepting|progressive,0,0
R_AdGyiYfKQz7DvB7,$50K to $75K,Hispanic,Slightly conservative,56,liberal,tree hugger,environment,share the wealth,pro-gun,pro-business,top 5%,wall street,Lean R,Republicans,White,4,4,Male,pro-gun|pro-business|top 5%|wall street,liberal|tree hugger|environment|share the wealth,0,0
R_1jv0a0I3WhbT5jZ,$75K to $100K,Not Hispanic,Liberal,29,gullible,meek,weak,idealistic,old fashioned,stubborn,hateful,bigoted,Weak D,Democrat,White,4,4,Male,old fashioned|stubborn|hateful|bigoted,gullible|meek|weak|idealistic,0,0
R_Z3oolDt7uWigKxX,$25K to $50K,Not Hispanic,Liberal,17,liberal,young,minority,nonreligious,conservative,older,religious,racist,Weak D,Democrat,White,4,4,Female,conservative|older|religious|racist,liberal|young|minority|nonreligious,0,0
R_1q8uU8OJRoNiDao,$150K to $200K,Not Hispanic,Slightly liberal,40,human,concerned,patriotic,liberal,humans,patriotic,concerned,conservative,Lean D,Democrat,Non-white,4,4,Male,humans|patriotic|concerned|conservative,human|concerned|patriotic|liberal,0,0
R_2BfXrgDdRQYSsJt,$15K to $25K,Not Hispanic,Extremely Liberal,30,liberal,progressive,forward thinking,optimistic,rabid,irrational,close-minded,ignorant,Strong D,Democrat,White,4,4,Female,rabid|irrational|close-minded|ignorant,liberal|progressive|forward thinking|optimistic,0,0
